Title,Partner,Description,Rating_Reviews,Details,URL,Page
Agile with Atlassian Jira,Atlassian,,9.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/agile-atlassian-jira,38
Google Agile Essentials,Google,,66 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/google-agile-essentials,38
Financial Analysis - Skills for Success,University of Illinois Urbana-Champaign,,498 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/financial-analysis-skills-for-success,38
Enterprise Product Management Fundamentals,Microsoft,,294 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/microsoft-enterprise-product-management-fundamentals,38
Applied Data Science with Python,University of Michigan,,34K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-science-python,38
Inteligencia Artificial Aplicada al Derecho,Universidad de Palermo,,29 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/inteligencia-artificial-aplicada-al-derecho,38
Moral Foundations of Politics,Yale University,,6.1K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/moral-politics,38
Palliative Care Always,Stanford University,,162 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/palliative-care-always,38
Digital Transformation Using AI/ML with Google Cloud,Google Cloud,,7.6K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/digital-transformation-using-ai-ml-with-google-cloud,38
Achieving Personal and Professional Success,University of Pennsylvania,"Skills you'll gain: Influencing, Active Listening, Negotiation, Communication, Communication Strategies, Persuasive Communication, Verbal Communication Skills, Contract Negotiation, Trustworthiness, Leadership, Interpersonal Communications, Business Communication, Strategic Communication, Relationship Building, Initiative and Leadership, Professional Networking, Innovation, Growth Mindedness, Personal Development, Optimism",3.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/wharton-success,38
Artificial Intelligence: an Overview,Politecnico di Milano,,826 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/artificial-intelligence-overview,39
Essentials in Clinical Simulations Across the Health Professions,The George Washington University,,1.2K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/clinicalsimulations,39
Gen AI: Unlock Foundational Concepts,Google Cloud,,173 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/gen-ai-unlock-foundational-concepts,39
Social and Multimedia Content Creation,Adobe,,512 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/social-and-multimedia-content-creation,39
School Health for Children and Adolescents,University of Colorado System,,3.5K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/school-health-for-children-and-adolescents,39
Think Outside the Inbox: Email Marketing,Google,,2.9K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/think-outside-the-inbox,39
Miracles of Human Language: An Introduction to Linguistics,Universiteit Leiden,,2.5K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/human-language,39
Drug Development Product Management,University of California San Diego,,6.5K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/drug-development-product-management,39
Microsoft AI Agents: From Foundations to Applications,Microsoft,,18 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-ai-agents,39
Líder de IA generativa (Generative AI Leader),Google Cloud,,178 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/genaileader-es,39
AWS Cloud Practitioner Essentials,Amazon Web Services,,2K reviews,Beginner · Course · 3 - 6 Months,https://www.coursera.org/learn/aws-cloud-practitioner-essentials,39
Foundations of Business Intelligence,Google,,2.1K reviews,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/foundations-of-business-intelligence,39
The Materiality of ESG Factors,University of Pennsylvania,,1.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/materiality-esg-factors,40
Convolutional Neural Networks,DeepLearning.AI,,43K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/convolutional-neural-networks,40
PyTorch: Fundamentals,DeepLearning.AI,,75 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/pytorch-fundamentals,40
Learn Spanish: Basic Spanish Vocabulary,"University of California, Davis",,3.7K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/learn-spanish,40
Introduction to Large Language Models,Google Cloud,,1.3K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-large-language-models,40
IBM Machine Learning,IBM,,3.6K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-machine-learning,40
Learn Chinese: HSK Test Preparation,Peking University,,3.6K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/hsk-learn-chinese,40
Human Resources Analytics,"University of California, Irvine",,2.1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/human-resources-analytics,40
Dynamic Public Speaking,University of Washington,"Skills you'll gain: Public Speaking, Persuasive Communication, Presentations, Verbal Communication Skills, Communication, Storytelling, Infographics, Peer Review, Motivational Skills, Constructive Feedback, Driving engagement, Performing Arts, Concision, Diagram Design, Action Oriented, Trustworthiness, Communication Strategies, Writing, Non-Verbal Communication, Composure",2.8K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/public-speaking,40
Academic English: Writing,"University of California, Irvine","Skills you'll gain: Grammar, Peer Review, Editing, Writing, Proofreading, Organizational Skills, Research, Report Writing, Research Methodologies, Critical Thinking, English Language, Writing and Editing, Style Guides",23K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/academic-english,40
Structuring Machine Learning Projects,DeepLearning.AI,,50K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/machine-learning-projects,40
Java Programming Fundamentals,IBM,,199 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/java-programming-fundamentals,40
Fundamentals of Machine Learning for Healthcare,Stanford University,,616 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/fundamental-machine-learning-healthcare,41
Project Management & Other Tools for Career Development,"University of California, Irvine",,38K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/project-management-success,41
Preparation for CompTIA A+ Certification,IBM,,278 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/preparation-comptia-certification,41
Financial Management,University of Illinois Urbana-Champaign,,6.9K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/financial-management,41
Pricing Strategy Optimization,University of Virginia,,936 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/uva-darden-bcg-pricing-strategy,41
Psychedelic Science and Medicine,Johns Hopkins University,,26 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/psychedelic-science-and-medicine,41
Introduction to Psychology,University of Toronto,,5.4K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-psych,41
Software Design and Architecture,University of Alberta,,4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/software-design-architecture,41
Campus to Corporate Training Program,LearnKartS,"Skills you'll gain: Prioritization, Security Awareness, Teamwork, Active Listening, Stress Management, Verbal Communication Skills, Communication, Problem Solving, Emotional Intelligence, Collaboration, Growth Mindedness, Productivity, Courage, Personal Integrity, Workplace Bullying Intervention, Information Privacy, Accountability, Professionalism, Diversity Awareness, Diversity and Inclusion",490 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/campus-to-corporate-training,41
Data Management for Clinical Research,Vanderbilt University,,1.9K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/clinical-data-management,41
SOLIDWORKS 3D CAD for Education,Dassault Systèmes,,197 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/practice-solidworks-3d-cad,41
Microsoft Public Relations and Communications Associate,Microsoft,,211 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-public-relations,41
Leadership Skills,IIMA - IIM Ahmedabad,,2.1K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/leadershipskills,42
SQL for Data Science,"University of California, Davis",,17K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/sql-for-data-science,42
Understanding Clinical Research: Behind the Statistics,University of Cape Town,,3.7K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/clinical-research,42
Spanish for Successful Communication in Healthcare Settings,Rice University,,338 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/spanish-in-healthcare-settings,42
Conduct UX Research and Test Early Concepts,Google,"Skills you'll gain: UI/UX Research, Usability Testing, Presentations, User Experience Design, User Research, Mobile Development, Data Ethics, Research Design, Prototyping, Wireframing, Interviewing Skills, Information Privacy",6K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/conduct-ux-research,42
"Psychology of Substance Use, Depressive Disorders, & Trauma",American Psychological Association,,149 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/psychology-of-substance-use-depressive-disorders-and-trauma,42
Put It to Work: Prepare for Cybersecurity Jobs,Google,,6.2K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,42
Digital Marketing with Canva,Coursera,,6.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/digital-marketing-with-canva,42
Investment Management,University of Geneva,,7.7K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/investment-management,42
Introduction to Data Engineering,DeepLearning.AI,,479 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/intro-to-data-engineering,42
Creating Business Value with Data and Looker,Google Cloud,,463 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/creating-business-value-with-data-and-looker,42
Animal Behaviour and Welfare,The University of Edinburgh,,5.4K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/animal-welfare,42
Healthcare Management and Finance,University of Michigan,,129 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/healthcare-management-and-finance,43
Certified Project Manager,SkillUp,,877 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/skillup-edtech-modern-project-management,43
Oil & Gas Industry Operations and Markets,Duke University,,6.6K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/oilandgas,43
Microsoft UX Design,Microsoft,,624 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ux-design,43
